"Server IP","DB User Name","App User Name","Total access"
"10.38.11.73","?","30MJARAR::PU=SAPSR3","90"
"10.38.11.73","","30ESALAZABR","90"
"10.38.11.73","","30JDONOSOS::PU=SAPSR3","90"
"10.38.11.73","","40SRAMIREZ::PU=SAPSR3","90"
"10.38.11.73","","   30JZURITA::PU=SAPSR3","90"
"10.38.11.73","","   30CPARADA::PU=SAPSR3","90"
"10.38.11.73","","20RVELASQUER::PU=SAPSR3","90"
"10.38.11.73","","   10PMALUJE::PU=SAPSR3","90"
"10.38.11.73","?","30GDIAZS::PU=SAPSR3","89"
"10.38.11.73","","30IORELLANAC::PU=SAPSR3","89"
"10.38.11.73","","40EROJASRAM::PU=SAPSR3","89"
"10.38.11.73","?","40JCARCAMOD::PU=SAPSR3","89"
"10.38.11.73","","30VCATALANR::PU=SAPSR3","89"
"10.38.11.73","","40AMATAMALAJ","89"
"10.38.11.73","","30GJABALQUIB","89"
"10.38.11.73","","20WCOLARTEB::PU=SAPSR3","89"
"10.38.11.73","?","30RALLENDESC::PU=SAPSR3","89"
"10.38.11.73","","30LMENA::PU=SAPSR3","89"
"10.38.11.73","?","40BMENAB::PU=SAPSR3","89"
"10.38.11.73","","40RGOMEZA::PU=SAPSR3","89"
"10.38.11.73","","30DALVAREZP","89"
"10.38.11.73","","20GNICOLINI::PU=SAPSR3","88"
"10.38.11.73","","30AMARTINEM::PU=SAPSR3","88"
"10.38.11.73","","	30JROJAS::PU=SAPSR3","88"
"10.38.11.73","","	40MPARRA::PU=SAPSR3","88"
"10.38.11.73","","30SRAMOST","88"
"10.38.11.73","?","30EPEREZE::PU=SAPSR3","88"
"10.38.11.73","","30PLOPEZN","88"
"10.38.11.73","","30CCRISTALIR","88"
"10.38.11.73","","30MALBORNOZG","87"
"10.38.11.73","","40VRODRIGUE::PU=SAPSR3","87"
"10.38.11.73","","30MMURILLOD::PU=SAPSR3","87"
"10.38.11.73","","30FHUICHAQUC::PU=SAPSR3","87"
"10.38.11.73","","30MTAPIAT::PU=SAPSR3","87"
"10.38.11.73","","30HRODRIGUE::PU=SAPSR3","87"
"10.38.11.73","","30LMENAJ","87"
"10.38.11.73","","30MMONTECIR","87"
"10.38.11.73","","40FQUIROGA::PU=SAPSR3","86"
"10.38.11.73","","30VRUIZ::PU=SAPSR3","86"
"10.38.11.73","","20AGATICAS::PU=SAPSR3","86"
"10.38.11.73","","	30KDAINE::PU=SAPSR3","86"
"10.38.11.73","","40CFERNANDE::PU=SAPSR3","86"
"10.38.11.73","","30AFARIASC","86"
"10.38.11.73","","40RPAILLALE::PU=SAPSR3","86"
"10.38.11.73","","30CALVARADL","86"
"10.38.11.73","","30ECANOS","86"
"10.38.11.73","","40OHORMAZABS::PU=SAPSR3","86"
"10.38.11.73","","30EMUNOZME","86"
"10.38.11.73","?","40FLARAA::PU=SAPSR3","86"
"10.38.11.73","","40MNAVARROM::PU=SAPSR3","86"
"10.38.11.73","","40ROLIVARESM::PU=SAPSR3","85"
"10.38.11.73","","   30FMORAGA::PU=SAPSR3","85"
"10.38.11.73","?","40DCACERESA::PU=SAPSR3","85"
"10.38.11.73","?","10JMIRANDAG::PU=SAPSR3","85"
"10.38.11.73","","30VALARCONA","85"
"10.38.11.73","?","30LSOLANOV::PU=SAPSR3","85"
"10.38.11.73","","   10PVIDELA::PU=SAPSR3","85"
"10.38.11.73","","40CSALINASC::PU=SAPSR3","85"
"10.38.11.73","?","30SPEREZM::PU=SAPSR3","85"
"10.38.11.73","","30CPIZARRCO","85"
"10.38.11.73","","   20VAGUAYO::PU=SAPSR3","85"
"10.38.11.73","","40CARAVENAA::PU=SAPSR3","85"
"10.38.11.73","?","30RGOMEZA::PU=SAPSR3","85"
"10.38.11.73","","40DCACERESA","85"
"10.38.11.73","","40ISANHUEZR","85"
"10.38.11.73","","40JRIVEROS::PU=SAPSR3","85"
"10.38.11.73","","	40ELOPEZ::PU=SAPSR3","85"
"10.38.11.73","","	20RNUNEZ::PU=SAPSR3","84"
"10.38.11.73","?","10MMUELASG::PU=SAPSR3","84"
"10.38.11.73","","30MJIMENEZ::PU=SAPSR3","84"
"10.38.11.73","","40NHERMOSIL::PU=SAPSR3","84"
"10.38.11.73","","40EMUENAC::PU=SAPSR3","84"
"10.38.11.73","","30PBARRETOD","84"
"10.38.11.73","","30FFUENTESE","84"
"10.38.11.73","","30MMONTECI::PU=SAPSR3","84"
"10.38.11.73","","30CFLORESMO","84"
"10.38.11.73","","20JVERA::PU=SAPSR3","84"
"10.38.11.73","","   40MMOLINA::PU=SAPSR3","84"
"10.38.11.73","","30CBETANZO::PU=SAPSR3","83"
"10.38.11.73","","40JPRADENAS::PU=SAPSR3","83"
"10.38.11.73","","30MVALIENT::PU=SAPSR3","83"
"10.38.11.73","","30VMORENOO","83"
"10.38.11.73","","30IPOZO::PU=SAPSR3","83"
"10.38.11.73","","30SRAMONEDAF","83"
"10.38.11.73","","30NSALDIAS::PU=SAPSR3","82"
"10.38.11.73","?","30GLAZOA::PU=SAPSR3","82"
"10.38.11.73","","40RMALAGARR::PU=SAPSR3","82"
"10.38.11.73","","	40SULLOA::PU=SAPSR3","82"
"10.38.11.73","","30NHORMAZAB::PU=SAPSR3","82"
"10.38.11.73","","40AIBARRAD","82"
"10.38.11.73","","30KRODRIGUEG","82"
"10.38.11.73","","30CBRAVOI::PU=SAPSR3","82"
"10.38.11.73","?","20RRUIZM::PU=SAPSR3","82"
"10.38.11.73","","   30MGORMAZ::PU=SAPSR3","82"
"10.38.11.73","","30CWOLFT","82"
"10.38.11.73","","30SRAMONEDA::PU=SAPSR3","82"
"10.38.11.73","","40AALMENDRA::PU=SAPSR3","81"
"10.38.11.73","","30MARAYAC","81"
"10.38.11.73","","30VSEPULVED::PU=SAPSR3","81"
"10.38.11.73","","20SARAVENA::PU=SAPSR3","81"
"10.38.11.73","","40CDINAMARC::PU=SAPSR3","81"
"10.38.11.73","","30CCASTILLOL::PU=SAPSR3","81"
"10.38.11.73","?","30CGATICAV::PU=SAPSR3","81"
"10.38.11.73","","40IESCUDERO::PU=SAPSR3","81"
"10.38.11.73","?","30RMORENOKRU::PU=SAPSR3","81"
"10.38.11.73","?","40NELGUETAL::PU=SAPSR3","81"
"10.38.11.73","","	40JTAPIA::PU=SAPSR3","80"
"10.38.11.73","","40CVIDALA","80"
"10.38.11.73","","30ACAMPOSS::PU=SAPSR3","80"
"10.38.11.73","","30ESOTOU","80"
"10.38.11.73","","40MPIZARRO::PU=SAPSR3","80"
"10.38.11.73","","30CCEPEDACE::PU=SAPSR3","80"
"10.38.11.73","","40CCAMPOSV::PU=SAPSR3","80"
"10.38.11.73","","30CNAVARRET::PU=SAPSR3","80"
"10.38.11.73","","40SULLOAQ::PU=SAPSR3","80"
"10.38.11.73","","30SIGNACIODZ::PU=SAPSR3","80"
"10.38.11.73","","30CINOSTROZO","79"
"10.38.11.73","","30GSOTO::PU=SAPSR3","79"
"10.38.11.73","","40JMUNOZCO","79"
"10.38.11.73","","30MCID::PU=SAPSR3","79"
"10.38.11.73","?","30DVALENZUEC::PU=SAPSR3","79"
"10.38.11.73","","20SMUNOZG::PU=SAPSR3","79"
"10.38.11.73","","30VSAAVEDRAC","79"
"10.38.11.73","","	30CBRAVO::PU=SAPSR3","79"
"10.38.11.73","","   30SOLGUIN::PU=SAPSR3","79"
"10.38.11.73","?","30SRAMOST::PU=SAPSR3","79"
"10.38.11.73","","30RGUTIERZUR::PU=SAPSR3","79"
"10.38.11.73","?","30AGUZMANR::PU=SAPSR3","79"
"10.38.11.73","","30NAPARICIO::PU=SAPSR3","78"
"10.38.11.73","","30RNAVARRET::PU=SAPSR3","78"
"10.38.11.73","?","30VARANEDAG::PU=SAPSR3","78"
"10.38.11.73","","20MHIDALGOA","78"
"10.38.11.73","?","20HLOPEZF::PU=SAPSR3","78"
"10.38.11.73","","40MMOLINAV","78"
"10.38.11.73","","30CALIAGASA::PU=SAPSR3","78"
"10.38.11.73","","40NRIVERAA","78"
"10.38.11.73","","30KGUERRERO::PU=SAPSR3","78"
"10.38.11.73","","30FBILBAOB","78"
"10.38.11.73","?","30JOJEDAS::PU=SAPSR3","78"
"10.38.11.73","","40EGUAJARDO::PU=SAPSR3","78"
"10.38.11.73","","30EPEREZB","78"
"10.38.11.73","","40RJARA::PU=SAPSR3","78"
"10.38.11.73","?","40JASTUDILLM::PU=SAPSR3","78"
"10.38.11.73","","30DRAMIREZG","78"
"10.38.11.73","","   30JLOZANO::PU=SAPSR3","77"
"10.38.11.73","","30DASTUDILLC","77"
"10.38.11.73","","30CROBLESZ::PU=SAPSR3","77"
"10.38.11.73","","30DALVAREZ::PU=SAPSR3","77"
"10.38.11.73","","40AMORALES::PU=SAPSR3","77"
"10.38.11.73","","30PCUTBILL","77"
"10.38.11.73","","40JESPINOZA::PU=SAPSR3","77"
"10.38.11.73","","40KTENORIOM","77"
"10.38.11.73","","30WACEVEDOD","77"
"10.38.11.73","?","40NALVARADOO::PU=SAPSR3","77"
"10.38.11.73","","30RLAGOSS::PU=SAPSR3","77"
"10.38.11.73","","30CRAVANALR","77"
"10.38.11.73","","30SFUENTESC::PU=SAPSR3","77"
"10.38.11.73","","40CRODRIGUEL::PU=SAPSR3","76"
"10.38.11.73","","30MBERRIOSR","76"
"10.38.11.73","?","30GJABALQUIB::PU=SAPSR3","76"
"10.38.11.73","?","30MVIERAS::PU=SAPSR3","76"
"10.38.11.73","","30MMARAMBIOJ","76"
"10.38.11.73","","40RAGUILARPE","76"
"10.38.11.73","","30CORTIZP::PU=SAPSR3","76"
"10.38.11.73","","   30NMILLAN::PU=SAPSR3","76"
"10.38.11.73","?","40GGONZALEZM::PU=SAPSR3","76"
"10.38.11.73","","   30KGUERRA::PU=SAPSR3","76"
"10.38.11.73","","   30ARIVERA::PU=SAPSR3","76"
"10.38.11.73","","30NLAGOSGAT","76"
"10.38.11.73","?","40GTAGLEH::PU=SAPSR3","75"
"10.38.11.73","","40CPONCES","75"
"10.38.11.73","?","30JPINTOB::PU=SAPSR3","75"
"10.38.11.73","?","30JVASQUEZHU::PU=SAPSR3","75"
"10.38.11.73","","30AORTIZC","75"
"10.38.11.73","","30NACEVEDOC::PU=SAPSR3","75"
"10.38.11.73","","	30FNUNEZ::PU=SAPSR3","75"
"10.38.11.73","","	30CSILVA::PU=SAPSR3","75"
"10.38.11.73","","40CFERNANDR","75"
"10.38.11.73","","40FCACERES::PU=SAPSR3","75"
"10.38.11.73","","   40JIBANEZ::PU=SAPSR3","75"
"10.38.11.73","","	30FROCHA::PU=SAPSR3","75"
"10.38.11.73","","JOBADMIN","74"
"10.38.11.73","","40KJAMETTM","74"
"10.38.11.73","","30FACEVEDO::PU=SAPSR3","74"
"10.38.11.73","","30LPARADAB","74"
"10.38.11.73","","30PVALENZUAR","74"
"10.38.11.73","","30ORUIZC","74"
"10.38.11.73","","30CPIZARRC::PU=SAPSR3","74"
"10.38.11.73","","30PVICENCIO::PU=SAPSR3","74"
"10.38.11.73","","40CCARVAJALO","74"
"10.38.11.73","","40FLOBOSC::PU=SAPSR3","74"
"10.38.11.73","","   20CRIVERA::PU=SAPSR3","74"
"10.38.11.73","","   30TMARTEL::PU=SAPSR3","74"
"10.38.11.73","","40JRIVEROSV","74"
"10.38.11.73","","20MCEPEDASA::PU=SAPSR3","74"
"10.38.11.73","","30EMORALES::PU=SAPSR3","74"
"10.38.11.73","","40MGONZALEZQ","74"
"10.38.11.73","","30CCORVALAN::PU=SAPSR3","74"
"10.38.11.73","","30FROCHAC","74"
"10.38.11.73","","	40BPINTO::PU=SAPSR3","74"
"10.38.11.73","","40AGUIJADAG","73"
"10.38.11.73","","40FSALCEDO::PU=SAPSR3","73"
"10.38.11.73","","30CFICA::PU=SAPSR3","73"
"10.38.11.73","","30SRAMOSA","73"
"10.38.11.73","","SOP_ACT_FIJO::PU=SAPSR3","73"
"10.38.11.73","?","30MVALIENTE::PU=SAPSR3","73"
"10.38.11.73","","30MCARRIZOD","73"
"10.38.11.73","?","30APEREZM::PU=SAPSR3","73"
"10.38.11.73","?","40RPINTOH::PU=SAPSR3","73"
"10.38.11.73","","30CCEPEDACER","73"
"10.38.11.73","","	40LMUNOZ::PU=SAPSR3","72"
"10.38.11.73","","10JMIRANDA::PU=SAPSR3","72"
"10.38.11.73","?","30EOJEDAV::PU=SAPSR3","72"
"10.38.11.73","?","30GJARAP::PU=SAPSR3","72"
"10.38.11.73","","40ESANMARTI::PU=SAPSR3","72"
"10.38.11.73","","40CCONTRERAF","72"
"10.38.11.73","?","30KOYOLACAMP::PU=SAPSR3","72"
"10.38.11.73","","30MORTIZBA::PU=SAPSR3","72"
"10.38.11.73","","30PCATALAN::PU=SAPSR3","72"
"10.38.11.73","?","30CGUEVARAI::PU=SAPSR3","72"
"10.38.11.73","","40CGONZALEZ::PU=SAPSR3","72"
"10.38.11.73","","30MVEGAAR","71"
"10.38.11.73","?","30SROJASA::PU=SAPSR3","71"
"10.38.11.73","","30EARENASU","71"
"10.38.11.73","?","30MGUTIERREA::PU=SAPSR3","71"
"10.38.11.73","?","30DBENAVIDEV::PU=SAPSR3","71"
"10.38.11.73","?","30MMARAMBIOJ::PU=SAPSR3","71"
"10.38.11.73","","30NROJASA","71"
"10.38.11.73","","20HESTAYM::PU=SAPSR3","71"
"10.38.11.73","","40JVILLANUE::PU=SAPSR3","71"
"10.38.11.73","","40PDELCANTO::PU=SAPSR3","71"
"10.38.11.73","","30FMORAGAG","71"
"10.38.11.73","","30NIBARRAP","71"
"10.38.11.73","","20DCHOQUEC::PU=SAPSR3","71"
"10.38.11.73","","	20COJEDA::PU=SAPSR3","70"
"10.38.11.73","","30NURETAA::PU=SAPSR3","70"
"10.38.11.73","?","30KCARDENASS::PU=SAPSR3","70"
"10.38.11.73","","30NGAJARDOU::PU=SAPSR3","70"
"10.38.11.73","","40NELGUETAL","70"
"10.38.11.73","","40BCHAMORROB","70"
"10.38.11.73","","40FBARRERAA","70"
"10.38.11.73","","40WVALDESM","70"
"10.38.11.73","?","30ACANUMANC::PU=SAPSR3","70"
"10.38.11.73","?","20MANCAVILA::PU=SAPSR3","70"
"10.38.11.73","?","30MMIRANDAC::PU=SAPSR3","70"
"10.38.11.73","","30DMORA::PU=SAPSR3","70"
"10.38.11.73","","30AHERMOSILS","70"
"10.38.11.73","","30LPERALTAA","70"
"10.38.11.73","","40GESPINOAA","70"
"10.38.11.73","","40ELOPEZM","70"
"10.38.11.73","","VANTIVE","70"
"10.38.11.73","?","40VPONCEC::PU=SAPSR3","70"
"10.38.11.73","","40CMAUREIRA::PU=SAPSR3","70"
"10.38.11.73","","30MDONOSOJ::PU=SAPSR3","70"
"10.38.11.73","","30CFUENTES::PU=SAPSR3","70"
"10.38.11.73","","40MCARRASCO::PU=SAPSR3","70"
"10.38.11.73","","40KVERAF","70"
"10.38.11.73","?","30EALLUPS::PU=SAPSR3","69"
"10.38.11.73","","30DCAROS::PU=SAPSR3","69"
"10.38.11.73","","30RMORENOKR::PU=SAPSR3","69"
"10.38.11.73","","40JDIAZ::PU=SAPSR3","69"
"10.38.11.73","","30LVILLACORC::PU=SAPSR3","69"
"10.38.11.73","","20CCHACONC","69"
"10.38.11.73","?","30AIBANEZC::PU=SAPSR3","69"
"10.38.11.73","?","30LVILLASEC::PU=SAPSR3","69"
"10.38.11.73","?","40MESTAYR::PU=SAPSR3","69"
"10.38.11.73","","30LULLOAG","69"
"10.38.11.73","","30DRAMIREZ::PU=SAPSR3","69"
"10.38.11.73","","30MGALAZN","68"
"10.38.11.73","","30RMORENOKRU","68"
"10.38.11.73","","40MVIVANCON","68"
"10.38.11.73","?","10CBALBOAV::PU=SAPSR3","68"
"10.38.11.73","","30PROMEROVAL","68"
"10.38.11.73","?","40MREBOLLEDO::PU=SAPSR3","68"
"10.38.11.73","","40CMARCHANTF::PU=SAPSR3","68"
"10.38.11.73","","30MMANRIQUED","68"
"10.38.11.73","","30FBADILLAP::PU=SAPSR3","68"
"10.38.11.73","","30GOYARZUNC::PU=SAPSR3","68"
"10.38.11.73","","30CSANDOVAS::PU=SAPSR3","68"
"10.38.11.73","","   30CBASCUR::PU=SAPSR3","68"
"10.38.11.73","","30ASALAMANCC","68"
"10.38.11.73","","30RLEON::PU=SAPSR3","67"
"10.38.11.73","","30JMONTOYA::PU=SAPSR3","67"
"10.38.11.73","","40NROZASL","67"
"10.38.11.73","","30CCELISV","67"
"10.38.11.73","","   30AIBANEZ::PU=SAPSR3","67"
"10.38.11.73","?","40LMUNOZM::PU=SAPSR3","67"
"10.38.11.73","","30YMORALESG::PU=SAPSR3","67"
"10.38.11.73","","40PAREVALOM","67"
"10.38.11.73","","30JRIVERAO","67"
"10.38.11.73","?","10PSCHIAPPAC::PU=SAPSR3","67"
"10.38.11.73","","40VPONCEC","67"
"10.38.11.73","?","30EMUNOZME::PU=SAPSR3","67"
"10.38.11.73","","	10DJAIME::PU=SAPSR3","67"
"10.38.11.73","?","20CARAYAV::PU=SAPSR3","67"
"10.38.11.73","?","40HMILLANAOS::PU=SAPSR3","67"
"10.38.11.73","?","20JFERNANDER::PU=SAPSR3","66"
"10.38.11.73","?","30MLARENASO::PU=SAPSR3","66"
"10.38.11.73","","	30JCARES::PU=SAPSR3","66"
"10.38.11.73","","20PMASSONE::PU=SAPSR3","66"
"10.38.11.73","?","40JFICAP::PU=SAPSR3","66"
"10.38.11.73","","   40DABARCA::PU=SAPSR3","66"
"10.38.11.73","","30JBECERRAA","66"
"10.38.11.73","?","40AABARCAF::PU=SAPSR3","66"
"10.38.11.73","","	30AACUNA::PU=SAPSR3","66"
"10.38.11.73","?","30VMUNOZM::PU=SAPSR3","66"
"10.38.11.73","","   30ERIVERA::PU=SAPSR3","66"
"10.38.11.73","","30MBUTTOM","66"
"10.38.11.73","","30HROMEROG","66"
"10.38.11.73","","30PMUNOZJ::PU=SAPSR3","66"
"10.38.11.73","","40GVALENZUEB","66"
"10.38.11.73","?","30RCALLEC::PU=SAPSR3","66"
"10.38.11.73","","30MROBLEDOM::PU=SAPSR3","66"
"10.38.11.73","","	20JLOPEZ::PU=SAPSR3","65"
"10.38.11.73","?","30NLAGOSGAT::PU=SAPSR3","65"
"10.38.11.73","?","30FSOZAO::PU=SAPSR3","65"
"10.38.11.73","?","30RAGUILERAB::PU=SAPSR3","65"
"10.38.11.73","","30AIBANEZC","65"
"10.38.11.73","","30AREBOLLEDS","65"
"10.38.11.73","","20OCUEVASA::PU=SAPSR3","65"
"10.38.11.73","","   30NARMIJO::PU=SAPSR3","65"
"10.38.11.73","?","40HRAMIREZO::PU=SAPSR3","65"
"10.38.11.73","","30EDIAZ::PU=SAPSR3","65"
"10.38.11.73","?","30CQUIROZV::PU=SAPSR3","65"
"10.38.11.73","","40AHIDALGOF","65"
"10.38.11.73","","30JPASTORP","65"
"10.38.11.73","","30RSANCHEZC","64"
"10.38.11.73","","30MLEALS","64"
"10.38.11.73","","30VNAVEAM","64"
"10.38.11.73","","20SCORREGE::PU=SAPSR3","64"
"10.38.11.73","?","30PCARVAJALR::PU=SAPSR3","64"
"10.38.11.73","","20WPEREZD::PU=SAPSR3","64"
"10.38.11.73","","40CVICENCIO::PU=SAPSR3","64"
"10.38.11.73","","40NAVILESG::PU=SAPSR3","64"
"10.38.11.73","","CPIC::PU=SAPSR3","64"
"10.38.11.73","","	40JREYES::PU=SAPSR3","64"
"10.38.11.73","","40JLEONC","63"
"10.38.11.73","?","30CARELLANOM::PU=SAPSR3","63"
"10.38.11.73","?","30VNAVARROR::PU=SAPSR3","63"
"10.38.11.73","?","30MSILVAC::PU=SAPSR3","63"
"10.38.11.73","","40MARENASM","63"
"10.38.11.73","","30HGONZALEZP::PU=SAPSR3","63"
"10.38.11.73","","   30CPEREZC::PU=SAPSR3","63"
"10.38.11.73","?","40CVERGARAT::PU=SAPSR3","63"
"10.38.11.73","","40RFLORESE::PU=SAPSR3","63"
"10.38.11.73","","30GSANCHEZR","63"
"10.38.11.73","?","30NIBARRAP::PU=SAPSR3","63"
"10.38.11.73","","40ASAGREDOF::PU=SAPSR3","63"
"10.38.11.73","","	30CLAGOS::PU=SAPSR3","63"
"10.38.11.73","","30MPAVEZV::PU=SAPSR3","63"
"10.38.11.73","","30DMORAC","63"
"10.38.11.73","","30AMEZAOLI::PU=SAPSR3","62"
"10.38.11.73","","30FCORDOVEZ::PU=SAPSR3","62"
"10.38.11.73","?","30GSOTOM::PU=SAPSR3","62"
"10.38.11.73","","20EGOMEZV","62"
"10.38.11.73","","30SVASQUEZH::PU=SAPSR3","62"
"10.38.11.73","?","30CTAPIAM::PU=SAPSR3","62"
"10.38.11.73","","40YBARRIAV","62"
"10.38.11.73","","40YHUENCHUAM::PU=SAPSR3","62"
"10.38.11.73","","30MITURRAD::PU=SAPSR3","62"
"10.38.11.73","","30GJABALQUI::PU=SAPSR3","62"
"10.38.11.73","","40CFERNANDER","62"
"10.38.11.73","","30PVALENZUA::PU=SAPSR3","62"
"10.38.11.73","","40OVIVEROS::PU=SAPSR3","62"
"10.38.11.73","","30ERODRIGUEM","62"
"10.38.11.73","","30VMUNOZVE::PU=SAPSR3","62"
"10.38.11.73","","30KVILLARROP","62"
"10.38.11.73","","   40CANDAUR::PU=SAPSR3","62"
"10.38.11.73","","20CZAVIDICHD","62"
"10.38.11.73","","   30JRIVERA::PU=SAPSR3","62"
"10.38.11.73","","40SPEDREROS::PU=SAPSR3","62"
"10.38.11.73","","40PDELCANTOS","62"
"10.38.11.73","","   30VMORENO::PU=SAPSR3","62"
"10.38.11.73","","30DAVILESJ::PU=SAPSR3","62"
"10.38.11.73","","40CGUZMANJ","61"
"10.38.11.73","?","30DORDENESO::PU=SAPSR3","61"
"10.38.11.73","","40TLIENCURA::PU=SAPSR3","61"
"10.38.11.73","","40PBARRAC","61"
"10.38.11.73","","30GPEREZM::PU=SAPSR3","61"
"10.38.11.73","","30JCABANILLT","61"
"10.38.11.73","","40VRODRIGUEM","61"
"10.38.11.73","","30HSALFATE::PU=SAPSR3","61"
"10.38.11.73","","30CMARDONESM::PU=SAPSR3","61"
"10.38.11.73","","30EVICENCIO::PU=SAPSR3","61"
"10.38.11.73","?","30SCABRERAV::PU=SAPSR3","60"
"10.38.11.73","","   20LVARELA::PU=SAPSR3","60"
"10.38.11.73","","30CRIQUELMER","60"
"10.38.11.73","","20JFAUNDEZ::PU=SAPSR3","60"
"10.38.11.73","","30CPINOU::PU=SAPSR3","60"
"10.38.11.73","","30MNUNEZW","60"
"10.38.11.73","","30SCUEVASC","60"
"10.38.11.73","","20MHIDALGO::PU=SAPSR3","60"
"10.38.11.73","","10AEMPERANZP::PU=SAPSR3","60"
"10.38.11.73","?","30EMAFALDOV::PU=SAPSR3","60"
"10.38.11.73","","30AHERMOSIL::PU=SAPSR3","60"
"10.38.11.73","","30FJARAMILR","60"
"10.38.11.73","","   40MDONOSO::PU=SAPSR3","60"
"10.38.11.73","","40PLAGUNAS::PU=SAPSR3","60"
"10.38.11.73","","40AMORALESS","60"
"10.38.11.73","?","30CCARRILLOC::PU=SAPSR3","59"
"10.38.11.73","","30LMATURANAH::PU=SAPSR3","59"
"10.38.11.73","?","40SGREZP::PU=SAPSR3","59"
"10.38.11.73","","30NVALENZUD","59"
"10.38.11.73","","40FRIQUELME::PU=SAPSR3","59"
"10.38.11.73","","	30MVEGAA::PU=SAPSR3","59"
"10.38.11.73","?","20GREPETTOG::PU=SAPSR3","59"
"10.38.11.73","","	40JLILLO::PU=SAPSR3","59"
"10.38.11.73","?","40MGONZALEZS::PU=SAPSR3","58"
"10.38.11.73","","30FGALLARDOA::PU=SAPSR3","58"
"10.38.11.73","","30FGONZALEZ::PU=SAPSR3","58"
"10.38.11.73","","30JVERGARAS","58"
"10.38.11.73","?","40DFLORESN::PU=SAPSR3","58"
"10.38.11.73","","30LPAREDESC","58"
"10.38.11.73","","30RJARAT::PU=SAPSR3","58"
"10.38.11.73","","10SITURRAA::PU=SAPSR3","58"
"10.38.11.73","","	10JPALTA::PU=SAPSR3","58"
"10.38.11.73","","40KESPINOZA::PU=SAPSR3","58"
"10.38.11.73","","30MMARAMBIO::PU=SAPSR3","58"
"10.38.11.73","","40LOLIVARESO","58"
"10.38.11.73","","20PGARCIAT::PU=SAPSR3","58"
"10.38.11.73","?","30VLOBOSJ::PU=SAPSR3","58"
"10.38.11.73","","30CBRIONESO","58"
"10.38.11.73","?","30MHERNANDM::PU=SAPSR3","58"
"10.38.11.73","?","30VSEPULVEDS::PU=SAPSR3","58"
"10.38.11.73","","40NJORGELIR","58"
"10.38.11.73","","30JURZUAM","58"
"10.38.11.73","?","30MOTAROLAR::PU=SAPSR3","58"
"10.38.11.73","?","40PCORNEJOM::PU=SAPSR3","57"
"10.38.11.73","?","40KESPINOZAN::PU=SAPSR3","57"
"10.38.11.73","","30PPONCEC::PU=SAPSR3","57"
"10.38.11.73","","   40LSICALA::PU=SAPSR3","57"
"10.38.11.73","","30JALVAREZ::PU=SAPSR3","57"
"10.38.11.73","","40JPAEZ::PU=SAPSR3","57"
"10.38.11.73","","10FCHIBLEA::PU=SAPSR3","57"
"10.38.11.73","","   30RIRAIRA::PU=SAPSR3","57"
"10.38.11.73","","40CGALLARDOG","57"
"10.38.11.73","","40AESCUDERO::PU=SAPSR3","57"
"10.38.11.73","?","30ESOTOU::PU=SAPSR3","57"
"10.38.11.73","","30MMULLENDO::PU=SAPSR3","57"
"10.38.11.73","","40RJARAC","57"
"10.38.11.73","","40AFLORESC","57"
"10.38.11.73","","30JURZUAFU::PU=SAPSR3","57"
"10.38.11.73","","30JALEGRIA::PU=SAPSR3","57"
"10.38.11.73","","40FPICHONB","56"
"10.38.11.73","","40KTENORIO::PU=SAPSR3","56"
"10.38.11.73","","40HRAMIREZ::PU=SAPSR3","56"
"10.38.11.73","","30FGONZALEZG","56"
"10.38.11.73","","30MROSALESP","56"
"10.38.11.73","","30JACEVEDOMU::PU=SAPSR3","56"
"10.38.11.73","?","30JALMAZABC::PU=SAPSR3","56"
"10.38.11.73","?","30SIGNACIODZ::PU=SAPSR3","56"
"10.38.11.73","","	30OPARDO::PU=SAPSR3","56"
"10.38.11.73","","30CLARA::PU=SAPSR3","56"
"10.38.11.73","","30ECANO::PU=SAPSR3","56"
"10.38.11.73","","10CMUNOZD::PU=SAPSR3","56"
"10.38.11.73","","30MGAVILAN::PU=SAPSR3","56"
"10.38.11.73","","30AGALDAMESH","56"
"10.38.11.73","","30NLARAA","56"
"10.38.11.73","","30EACUNAH","56"
"10.38.11.73","","30SFUENTES::PU=SAPSR3","56"
"10.38.11.73","","30CULLOAG","56"
"10.38.11.73","","30ESOTO::PU=SAPSR3","56"
"10.38.11.73","","30FNAVARRO::PU=SAPSR3","56"
"10.38.11.73","?","30RPARRAGUEV::PU=SAPSR3","56"
"10.38.11.73","","	40MGODOY::PU=SAPSR3","56"
"10.38.11.73","","30JCORDOVAV::PU=SAPSR3","56"
"10.38.11.73","","30PCARVAJAL::PU=SAPSR3","56"
"10.38.11.73","","40MRAMIREZ::PU=SAPSR3","55"
"10.38.11.73","","30JARAGONES::PU=SAPSR3","55"
"10.38.11.73","","30KPLAZAC","55"
"10.38.11.73","","30BHIPOLITOB","55"
"10.38.11.73","?","30LPALMAR::PU=SAPSR3","55"
"10.38.11.73","","30MPOBLETET::PU=SAPSR3","55"
"10.38.11.73","","40GSALVATIEG","55"
"10.38.11.73","","40OVIVEROSJ","55"
"10.38.11.73","","30MMIRANDA::PU=SAPSR3","55"
"10.38.11.73","","30ARIOSR","55"
"10.38.11.73","","30JBUSTAMANY","55"
"10.38.11.73","","30JNEIRAO::PU=SAPSR3","55"
"10.38.11.73","?","40JVEGAP::PU=SAPSR3","54"
